id,name,url,createdAt,updatedAt
00f4cd09-3ab6-47b8-81f2-34436b0e0396,Migros,https://www.migros.com.tr,2026-02-26 23:25:48.18,2026-03-07 02:36:29.937
03e5e5e8-e9f5-4e21-a6ff-7619b36e0819,A101,https://www.a101.com.tr,2026-02-26 23:25:49.032,2026-03-07 02:36:30.379
2a40b8bf-aa26-4d8c-9b24-ac04a0ec9cd5,Şok,https://www.sokmarket.com.tr,2026-02-26 23:25:49.904,2026-02-26 23:25:49.904
